Id,SalePrice
2658,140190.48626405452
2718,171379.56820374614
2414,221545.21724938232
1989,112819.6444306811
625,181028.02516050078
333,89744.90050913875
1327,104223.65329543035
858,147082.58670870122
95,178491.84278290137
1568,174431.1191940258
2482,160551.91878323822
1364,117055.35983789875
2584,140165.02085624175
818,251821.4108920829
2673,170261.38500094827
2089,102209.74426379867
1297,163378.92495481926
790,114584.65595507107
2616,193796.7737621785
720,190361.1369510826
222,136202.68430859828
557,119884.71196562334
1148,195040.56672035146
2766,158740.03945741552
534,184393.8937951353
1452,116724.89120988957
630,137973.1362772806
2648,122671.74626525393
125,160269.69715608546
1904,47391.23516744921
1670,91562.46388551636
756,93345.59249242517
717,194058.25539390818
1032,169557.55783212534
852,216000.21669168724
1731,184044.43595375895
2639,123027.87093675858
2071,76344.27456518658
1267,120348.62120389863
1851,195857.10547746907
567,182356.60584208157
2439,206902.27532742935
1898,147140.45164931373
647,182485.07019485548
2256,234219.98503316817
979,96154.39019149174
1444,228994.04550575634
2485,116734.63327576249
157,124601.24704929288
88,123846.42055953754
2003,109257.60875084554
186,210330.4297252676
1425,244458.26632117585
2695,126115.26397887125
738,100878.71749566185
395,153796.64104994628
1353,162350.65398429972
1878,138498.04461064105
390,148239.69696276664
1456,236720.07445940576
1103,332507.1390100258
1387,136669.6401103861
2070,150892.54719092502
1199,168216.5025346378
2479,184017.97966224307
501,315481.034543404
2362,76799.34405749585
1718,254646.74404201287
2188,83896.96093042805
1483,157827.1209828151
2557,84254.84091870801
437,342049.7461289108
2224,196727.7450319893
1628,173839.51739666978
397,129343.99391613134
587,201080.1563785919
971,135301.32942454919
2611,150748.66755522892
1887,80595.87404272606
2399,363992.4807872238
2148,193331.06198816228
304,123428.47046806189
1997,135383.6988231485
2817,110292.68971771139
1431,206090.88268517127
427,351518.34644485544
263,124827.81067535764
598,193629.30742496712
2895,244547.6131035225
687,131038.60941240088
1822,128227.4811009671
2191,101769.20521167283
179,114390.87479635386
1009,222592.23962966033
2010,127345.86898409264
1991,132330.8910804179
1411,212103.39417811326
1721,254757.03822899013
1144,197029.7905417326
593,216410.11749543605
575,314040.905092195
1249,174411.4093645505
1604,109335.34823983388
1064,468149.5336002745
1923,155169.83915889444
1988,115081.9783856462
2325,170560.19686222996
114,199849.426940144
2700,171985.46945349564
217,128987.22209054104
343,183744.15174582935
386,213395.13600750416
2005,114715.37878915103
2908,136336.9031557201
1814,242148.48524030135
2446,489413.48422882543
208,141045.57931952502
1679,102770.38256271539
822,322793.37265229283
6,188553.0197874403
1781,417033.1971913358
2397,305878.81713920156
2340,272125.71525028977
1618,160736.62546603003
2843,139115.63721997853
1061,370236.13503752276
2786,114727.75589990034
1935,137500.99965987436
1341,115651.95356892406
521,252380.12475227157
2136,126477.70610213226
996,195442.69992816568
227,143757.92199518834
135,183862.69228667134
1167,158102.819785094
294,248052.8398949005
1776,214131.66286723217
540,173302.8012071158
1717,268836.2016171451
