Id,SalePrice
2658,140190.48626405452
2718,152664.28670947286
2414,235835.8903258961
1989,112819.6444306811
625,185310.4353909093
333,89744.90050913875
1327,104223.65329543035
858,155027.56106719538
95,178491.84278290137
1568,174431.1191940258
2482,160551.91878323822
1364,117055.35983789875
2584,140165.02085624175
818,251821.4108920829
2673,146180.51729908166
2089,102209.74426379867
1297,163378.92495481926
790,114584.65595507107
2616,193796.7737621785
720,190361.1369510826
222,153626.98517526875
557,125886.55262455209
1148,195040.56672035146
2766,174446.13527426153
534,184393.8937951353
1452,125120.55633476845
630,131042.53422291676
2648,122671.74626525393
125,160269.69715608546
1904,47391.23516744921
1670,97778.50429675954
756,93345.59249242517
717,197828.53687207587
1032,169557.55783212534
852,216000.21669168724
1731,183964.0820432862
2639,123027.87093675858
2071,76344.27456518658
1267,120348.62120389863
1851,187445.5586490792
567,182356.60584208157
2439,210938.93376504123
1898,147140.45164931373
647,182485.07019485548
2256,213253.45205542643
979,96154.39019149174
1444,226020.89586693188
2485,116734.63327576249
157,124601.24704929288
88,123846.42055953754
2003,109257.60875084554
186,210330.4297252676
1425,239240.01424087837
2695,126115.26397887125
738,100878.71749566185
395,153796.64104994628
1353,162350.65398429972
1878,138498.04461064105
390,161181.292582456
1456,231343.23808694913
1103,311267.79866962176
1387,136669.6401103861
2070,150892.54719092502
1199,167385.43502008758
2479,184017.97966224307
501,318486.84349880903
2362,87956.74157482128
1718,254646.74404201287
2188,83896.96093042805
1483,157827.1209828151
2557,88701.72734560899
437,350272.8831735379
2224,199166.12063586232
1628,188435.1834325448
397,137459.35269252653
587,197654.32698356587
971,135301.32942454919
2611,150748.66755522892
1887,85017.91591630004
2399,361001.9731250475
2148,193331.06198816228
304,123428.47046806189
1997,135383.6988231485
2817,110292.68971771139
1431,209053.5090698948
427,351518.34644485544
263,124827.81067535764
598,193629.30742496712
2895,223214.02965026803
687,131038.60941240088
1822,134519.5204887096
2191,101769.20521167283
179,114390.87479635386
1009,253362.23623629106
2010,127345.86898409264
1991,132330.8910804179
1411,212103.39417811326
1721,254757.03822899013
1144,197029.7905417326
593,216410.11749543605
575,291805.99278873764
1249,174411.4093645505
1604,126279.72031172174
1064,468149.5336002745
1923,150434.9307975748
1988,115081.9783856462
2325,171863.55771603086
114,193520.45059307764
2700,171985.46945349564
217,128987.22209054104
343,183744.15174582935
386,213395.13600750416
2005,114715.37878915103
2908,136336.9031557201
1814,237923.24826202035
2446,435392.31893907796
208,141045.57931952502
1679,102770.38256271539
822,306722.27807668445
6,188598.30491502947
1781,356796.9585057999
2397,315478.44506490504
2340,272125.71525028977
1618,166365.48139656425
2843,139115.63721997853
1061,350820.7457411407
2786,125453.26226941573
1935,137500.99965987436
1341,121773.30007125827
521,252202.2496819875
2136,143422.73638508585
996,199576.6869134316
227,143757.92199518834
135,169067.55063320397
1167,158102.819785094
294,228099.33773837678
1776,214131.66286723217
540,173302.8012071158
1717,268836.2016171451
2303,121266.90703399139
116,189864.30489700625
127,134183.16169995436
1371,121997.95571040644
1014,155035.18844956794
1507,103086.0267648939
702,125716.36413963785
750,146428.6022679859
261,142676.0540109585
1559,64855.444101750225
577,219604.08175548588
2812,196532.92560896627
2080,164635.04960263384
1368,104922.8761934499
2376,130647.49970591383
659,119782.51718683558
1235,139257.6217632278
332,69565.91911801575
1917,147286.8924330769
2094,237189.7395512568
1460,257568.71086893554
1471,222923.28915042928
1509,119503.94426986662
1922,131551.17426507818
433,489383.1706565119
460,277287.64354856964
1116,229882.30920871865
1137,169250.88690054324
53,160317.69231710723
2354,258748.31242778053
1475,201166.77386271226
1761,341687.7552908624
842,132998.76598431822
2739,167905.15372383787
2509,150529.60241338707
1007,204477.1252124367
2610,177191.78404874363
1952,89690.84826286223
2719,164026.942319307
2921,83792.93130754557
1966,142206.21124368315
292,115377.49556939898
1204,188250.08720685408
1829,250692.512137589
2419,201875.19211364732
391,144373.37850182943
798,110956.64865327654
481,211066.50081494907
193,182962.43143056222
555,124685.7107390778
899,45993.51252274783
2357,185342.60610867184
328,144192.41353003157
1356,102379.10328177268
1154,97954.18880332359
1730,194451.84110431958
2249,173808.27674919
1119,283034.42736268096
2856,162511.68959343818
1394,123928.73764999137
2587,104269.02958351767
61,316340.430523446
2661,168678.99402204074
2711,124465.86525688661
1147,187082.321326955
757,130704.7502816983
2623,97071.44113386047
2378,130601.22074241054
1413,162337.55977049103
1722,238774.49020231795
1112,225590.53940539053
1623,186842.1383218521
1201,201737.2312854662
1513,120639.70924135402
957,358776.87752920925
1171,244887.00327071082
1145,198850.63397164847
2726,237496.75707760442
703,143504.07199784752
760,112798.72683572542
1964,141532.47848436073
2512,152268.4178860325
159,135278.70171897952
1281,163758.29562837022
468,194694.84346615028
290,122085.28062963561
665,107106.80262151378
1463,247445.88971051754
1792,213549.15106037675
923,163463.92389179583
500,281374.5957185663
1408,189077.15304607956
331,79746.12516020608
170,119153.64262125199
2192,97565.6440858252
2571,279507.8452978849
2314,165975.4336068066
2647,87877.57734827758
422,454766.533105109
2457,312151.52336931636
1838,196071.41834542324
2805,258286.02336756326
1645,156863.47539790103
1711,306840.43117572414
2825,226471.0331053313
322,301073.5447262011
2103,257657.3075373701
342,118898.84312726115
600,124160.23862844758
488,170205.37990355835
1725,308307.2639980706
2246,298150.75024389586
2847,150799.10366234052
806,233006.60487425758
530,228660.83969596427
963,188758.50882359708
2678,101959.36859804744
171,82888.9368174671
2401,407722.9280209332
805,219958.94489692384
2259,252839.62426481035
1748,204550.16280577806
1361,140414.85915185144
1677,106819.45195476079
1406,174051.53187725856
2322,253454.99348581856
688,150889.1999540781
143,147886.99792166593
804,204092.65965147002
1214,133599.30177744385
2828,142690.76124502666
1999,193217.4127946465
2467,208533.99881483096
2665,152062.58976573538
1538,309411.5971038267
398,116908.34575641819
2822,152448.194373356
2157,147053.11659023399
1856,185100.17654570163
1269,82252.79249074108
2570,119512.97076022804
2320,240871.90389974104
1517,132299.3302684734
2304,140126.53597068408
1312,89973.9884105544
2012,126797.69099132976
506,256610.3248906205
2865,206558.7068830831
2367,100586.80135406688
554,86342.73112111606
238,145957.1782678938
1954,105182.57382579683
2488,127016.99769180914
2291,68807.0011079355
1969,100899.62827990545
2725,171737.06008673605
1482,153439.44500990628
2763,208847.39257843175
503,266763.99410786515
1584,250074.73986305695
1531,170380.4207014236
2210,181910.04917851236
459,325959.7548169106
556,124382.10193815955
1347,132824.18809892298
1290,66492.91302820698
1388,96693.66148692265
1571,284343.65187947906
2754,213518.09641955345
765,140868.15607538683
2494,122004.24275566783
2870,243824.84761690107
7,212838.26676836744
1114,234879.49380614245
2418,274390.71134511667
291,133933.46188506932
18,328017.92020645365
39,376238.8290686346
1001,279780.1289965875
2442,229075.998213463
616,125043.75511151462
2680,78209.60799593522
1414,118879.06679081591
289,151766.33804274545
40,275184.96902632894
860,131143.66898022935
409,117280.36159650993
673,154911.96412619666
2427,180187.94799801905
2036,219460.4009792903
2564,136511.98501253827
642,165982.16291305795
1008,160168.06516705122
1908,157171.90996696366
2519,199959.0679444835
1369,91130.8685094348
2855,162714.2857376939
712,102990.2970784839
1943,124402.59799287395
1958,122895.13743263313
107,176620.0441563691
2295,203269.91751824587
704,101498.06141512783
676,143425.69872776378
259,178737.46563770255
93,288264.6194086082
106,237107.62642658275
2315,168503.120757454
1050,98550.18380822694
1095,220908.34921484685
2709,158025.1390078924
758,132171.58255098524
1496,159359.09813646437
2370,114275.1708627684
2458,284924.3769841831
2733,139171.6190175263
161,273509.36081415624
726,140196.37985267653
845,213961.3859861798
947,245868.90095769026
2232,109416.83974793079
2563,138547.97884979993
2299,170366.1794588187
211,77254.68634194016
605,148129.8784086373
1478,197461.3478191637
2247,284728.90372251277
2274,249937.98783143022
2869,232558.01522066788
967,210414.5627423475
2656,118574.64359318024
667,201395.63361249823
1042,109562.45643180543
2023,147671.08968402407
2447,362275.43434822955
2055,125889.07964649529
2275,286154.65513786505
2204,177730.2738131048
1563,280257.22320045566
483,251373.1986858951
796,140004.07664789518
1526,159207.11391924677
2042,128892.02991741686
442,340795.6098016929
1693,328219.3043909526
1468,220015.7376642979
1430,186547.03449556464
2605,153776.88649179536
1529,203395.54443066323
335,141550.24535546463
1287,110301.45592350005
31,96777.51218035893
1785,313779.30413534434
82,162849.04061087282
2620,131275.86109949753
252,175836.99333499503
721,50462.46760187109
2165,198802.59947427709
2316,198650.46396631078
775,145186.54814033213
1558,84818.83061335063
17,216362.4207595337
1022,238372.16405423265
925,135422.6299493275
438,287026.797999845
1270,123714.55897932747
