Id,SalePrice
2658,134753.42268008934
2718,194219.79546496776
2414,210211.45817147166
1989,134333.66496332904
625,185888.99848650466
333,91339.76273575281
1327,105575.12860545909
858,145629.82407160252
95,200702.48693211933
1568,155794.9281154069
2482,183374.0710832755
1364,128134.08647371254
2584,158714.73796752974
818,256330.05650952432
2673,167285.65303560442
2089,125208.54574477658
1297,167998.39611832926
790,113512.5355529609
2616,187443.49685977199
720,218769.63647396155
222,141622.90645351156
557,117747.45248061811
1148,213417.935236194
2766,140794.45891718692
534,202060.1495841592
1452,105312.409288367
630,145477.56969792495
2648,151682.88896414317
125,153993.85355359447
1904,33100.15899629812
1670,99985.79580541795
756,107130.22079473214
717,263655.7047272486
1032,157990.79488843985
852,233884.34909516538
1731,178457.52240730758
2639,122594.13865293615
2071,61071.306606780345
1267,139297.40546930133
1851,206132.40590873754
567,174271.7935913084
2439,231157.8599131979
1898,158276.95154735036
647,161133.30185112442
2256,234992.27345417265
979,106698.7615320881
1444,228897.1697902957
2485,109550.64791826613
157,109925.7895613302
88,114579.90749453408
2003,110057.19102451827
186,219091.62155642378
1425,268642.6800609301
2695,131773.68894781696
738,125403.20439317147
395,148564.1881127886
1353,160777.95706192678
1878,145732.3784442306
390,165457.71637088424
1456,239087.42376838726
1103,295185.81158673385
1387,122629.73499983837
2070,150706.69792410397
1199,172672.62958866925
2479,189494.11569981958
501,307079.485264459
2362,78523.65698638205
1718,215270.1067379034
2188,76689.96048543918
1483,176470.86045682267
2557,87455.42540101342
437,309538.7846834937
2224,191256.38117274435
1628,206826.8719135857
397,130096.28918778696
587,209576.51384851197
971,150477.91550926
2611,141899.61940583074
1887,78013.53785587449
2399,343202.9050599008
2148,230990.14041131365
304,124831.57800700568
1997,145267.43610948254
2817,124303.66763563581
1431,177572.39544568132
427,348920.42434908624
263,113446.3936053612
598,189555.22270087915
2895,255211.7810813542
687,151707.26222190246
1822,126786.19489943286
2191,99453.33666316472
179,121507.75201951858
1009,222644.09359777704
2010,113194.60418661642
1991,159006.2256304908
1411,161788.40062195435
1721,251201.84937601004
1144,197511.83113281708
593,216653.4056319031
